",",experiment_run,datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1,AMI,SILHOUETTE,K
25671,11,satimage_sample3600.csv,duplicate,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2767,0.1443,6.0
25672,11,satimage_sample3600.csv,duplicate,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.504,0.0521,6.0
25673,11,satimage_sample3600.csv,duplicate,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4236,0.2913,6.0
25674,11,satimage_sample3600.csv,duplicate,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5553,0.3481,6.0
25675,11,satimage_sample3600.csv,duplicate,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5571,0.342,6.0
25676,11,satimage_sample3600.csv,duplicate,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.4523,0.1375,23.0
25677,11,satimage_sample3600.csv,duplicate,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.5144,0.0591,6.0
25678,11,satimage_sample3600.csv,duplicate,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4509,0.2639,6.0
25679,11,satimage_sample3600.csv,duplicate,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5638,0.3395,6.0
25680,11,satimage_sample3600.csv,duplicate,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5041,0.3174,6.0
25681,11,satimage_sample3600.csv,duplicate,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.373,0.1481,7.0
25682,11,satimage_sample3600.csv,duplicate,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4811,0.0675,6.0
25683,11,satimage_sample3600.csv,duplicate,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4603,0.2839,6.0
25684,11,satimage_sample3600.csv,duplicate,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5645,0.3381,6.0
25685,11,satimage_sample3600.csv,duplicate,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5547,0.3427,6.0
25686,11,satimage_sample3600.csv,duplicate,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2913,0.1571,5.0
25687,11,satimage_sample3600.csv,duplicate,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.5072,0.0531,6.0
25688,11,satimage_sample3600.csv,duplicate,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4946,0.2843,6.0
25689,11,satimage_sample3600.csv,duplicate,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5136,0.3162,6.0
25690,11,satimage_sample3600.csv,duplicate,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5605,0.3423,6.0
25691,11,satimage_sample3600.csv,duplicate,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2663,0.1708,5.0
25692,11,satimage_sample3600.csv,duplicate,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4854,0.0691,6.0
25693,11,satimage_sample3600.csv,duplicate,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4297,0.2721,6.0
25694,11,satimage_sample3600.csv,duplicate,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5663,0.3425,6.0
25695,11,satimage_sample3600.csv,duplicate,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5588,0.3417,6.0
25696,11,satimage_sample3600.csv,duplicate,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2709,0.114,8.0
25697,11,satimage_sample3600.csv,duplicate,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4861,0.0691,6.0
25698,11,satimage_sample3600.csv,duplicate,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4287,0.2532,6.0
25699,11,satimage_sample3600.csv,duplicate,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5262,0.3043,6.0
25700,11,satimage_sample3600.csv,duplicate,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5079,0.3199,6.0
25701,11,satimage_sample3600.csv,duplicate,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2746,0.1462,5.0
25702,11,satimage_sample3600.csv,duplicate,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.5088,0.049,6.0
25703,11,satimage_sample3600.csv,duplicate,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4342,0.2471,6.0
25704,11,satimage_sample3600.csv,duplicate,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.559,0.3327,6.0
25705,11,satimage_sample3600.csv,duplicate,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5602,0.3421,6.0
25706,11,satimage_sample3600.csv,duplicate,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2891,0.1234,8.0
25707,11,satimage_sample3600.csv,duplicate,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.511,0.05,6.0
25708,11,satimage_sample3600.csv,duplicate,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4354,0.2942,6.0
25709,11,satimage_sample3600.csv,duplicate,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5539,0.338,6.0
25710,11,satimage_sample3600.csv,missing,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.561,0.3406,6.0
25711,11,satimage_sample3600.csv,missing,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2424,0.0933,5.0
25712,11,satimage_sample3600.csv,missing,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4036,0.0489,5.0
25713,11,satimage_sample3600.csv,missing,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.539,0.2942,6.0
25714,11,satimage_sample3600.csv,missing,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5734,0.3368,6.0
25715,11,satimage_sample3600.csv,missing,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5469,0.3312,6.0
25716,11,satimage_sample3600.csv,missing,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2339,0.32,3.0
25717,11,satimage_sample3600.csv,missing,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4735,0.0412,5.0
25718,11,satimage_sample3600.csv,missing,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.5303,0.2851,6.0
25719,11,satimage_sample3600.csv,missing,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5584,0.3318,6.0
25720,11,satimage_sample3600.csv,missing,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.547,0.3262,6.0
25721,11,satimage_sample3600.csv,missing,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2307,0.2912,3.0
25722,11,satimage_sample3600.csv,missing,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4876,0.0852,5.0
25723,11,satimage_sample3600.csv,missing,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.462,0.2958,6.0
25724,11,satimage_sample3600.csv,missing,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.4909,0.2981,6.0
25725,11,satimage_sample3600.csv,missing,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5313,0.3191,6.0
25726,11,satimage_sample3600.csv,missing,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2307,0.5022,2.0
25727,11,satimage_sample3600.csv,missing,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.5246,0.0978,5.0
25728,11,satimage_sample3600.csv,missing,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.5347,0.3114,6.0
25729,11,satimage_sample3600.csv,missing,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.4793,0.2872,6.0
25730,11,satimage_sample3600.csv,missing,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5324,0.3051,6.0
25731,11,satimage_sample3600.csv,missing,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2307,0.5022,2.0
25732,11,satimage_sample3600.csv,missing,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4366,0.0599,5.0
25733,11,satimage_sample3600.csv,missing,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.447,0.2975,5.0
25734,11,satimage_sample3600.csv,missing,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5198,0.3063,6.0
25735,11,satimage_sample3600.csv,missing,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5164,0.3245,6.0
25736,11,satimage_sample3600.csv,missing,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2307,0.5022,2.0
25737,11,satimage_sample3600.csv,missing,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4898,0.0712,5.0
25738,11,satimage_sample3600.csv,missing,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4236,0.2904,5.0
25739,11,satimage_sample3600.csv,missing,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.4874,0.2899,6.0
25740,11,satimage_sample3600.csv,missing,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5302,0.3104,6.0
25741,11,satimage_sample3600.csv,missing,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2339,0.32,3.0
25742,11,satimage_sample3600.csv,missing,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4781,0.1256,5.0
25743,11,satimage_sample3600.csv,missing,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4559,0.3158,5.0
25744,11,satimage_sample3600.csv,missing,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5044,0.3117,6.0
25745,11,satimage_sample3600.csv,missing,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.498,0.2907,6.0
25746,11,satimage_sample3600.csv,missing,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.5375,0.2845,10.0
25747,11,satimage_sample3600.csv,missing,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.3684,0.1595,3.0
25748,11,satimage_sample3600.csv,missing,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4901,0.3039,5.0
25749,11,satimage_sample3600.csv,missing,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5091,0.3108,6.0
25750,11,satimage_sample3600.csv,missing,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.3703,0.1802,6.0
25751,11,satimage_sample3600.csv,missing,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.5182,0.3155,7.0
25752,11,satimage_sample3600.csv,missing,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.2462,-0.1096,4.0
25753,11,satimage_sample3600.csv,missing,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.3934,0.3208,5.0
25754,11,satimage_sample3600.csv,missing,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.4013,0.2303,6.0
25755,11,satimage_sample3600.csv,missing,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5368,0.3378,6.0
25756,11,satimage_sample3600.csv,missing,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2992,0.209,5.0
25757,11,satimage_sample3600.csv,missing,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4752,0.0993,5.0
25758,11,satimage_sample3600.csv,missing,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4762,0.2886,6.0
25759,11,satimage_sample3600.csv,missing,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5681,0.3391,6.0
25760,11,satimage_sample3600.csv,missing,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5247,0.3309,6.0
25761,11,satimage_sample3600.csv,missing,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.3772,0.2417,7.0
25762,11,satimage_sample3600.csv,missing,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.5341,0.1692,5.0
25763,11,satimage_sample3600.csv,missing,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.5233,0.2898,6.0
25764,11,satimage_sample3600.csv,missing,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5249,0.3184,6.0
25765,11,satimage_sample3600.csv,missing,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5275,0.3211,6.0
25766,11,satimage_sample3600.csv,missing,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.3764,0.2434,7.0
25767,11,satimage_sample3600.csv,missing,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.5444,0.1688,5.0
25768,11,satimage_sample3600.csv,missing,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.443,0.2579,6.0
25769,11,satimage_sample3600.csv,missing,0.3,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5583,0.3381,6.0
25770,11,satimage_sample3600.csv,missing,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5292,0.3304,6.0
25771,11,satimage_sample3600.csv,missing,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.2311,0.2749,3.0
25772,11,satimage_sample3600.csv,missing,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4851,0.1124,5.0
25773,11,satimage_sample3600.csv,missing,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4691,0.2632,6.0
25774,11,satimage_sample3600.csv,missing,0.4,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5087,0.3166,6.0
25775,11,satimage_sample3600.csv,missing,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.502,0.3125,6.0
25776,11,satimage_sample3600.csv,missing,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.5408,0.223,15.0
25777,11,satimage_sample3600.csv,missing,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4694,0.1019,4.0
25778,11,satimage_sample3600.csv,missing,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.5219,0.2873,6.0
25779,11,satimage_sample3600.csv,missing,0.5,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5151,0.3135,6.0
25780,11,satimage_sample3600.csv,missing,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5538,0.332,6.0
25781,11,satimage_sample3600.csv,missing,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.5371,0.2236,15.0
25782,11,satimage_sample3600.csv,missing,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4699,0.0778,5.0
25783,11,satimage_sample3600.csv,missing,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.5421,0.3067,6.0
25784,11,satimage_sample3600.csv,missing,0.6,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.4929,0.2883,6.0
25785,11,satimage_sample3600.csv,missing,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5462,0.3285,6.0
25786,11,satimage_sample3600.csv,missing,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.541,0.2796,12.0
25787,11,satimage_sample3600.csv,missing,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4537,0.091,4.0
25788,11,satimage_sample3600.csv,missing,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.5355,0.3044,6.0
25789,11,satimage_sample3600.csv,missing,0.7,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5303,0.3109,6.0
25790,11,satimage_sample3600.csv,missing,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5486,0.3274,6.0
25791,11,satimage_sample3600.csv,missing,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.5239,0.2353,13.0
25792,11,satimage_sample3600.csv,missing,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.4462,0.0857,4.0
25793,11,satimage_sample3600.csv,missing,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4868,0.29,6.0
25794,11,satimage_sample3600.csv,missing,0.8,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.4911,0.2778,6.0
25795,11,satimage_sample3600.csv,missing,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.541,0.2928,6.0
25796,11,satimage_sample3600.csv,missing,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.514,0.2912,9.0
25797,11,satimage_sample3600.csv,missing,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.3711,0.142,3.0
25798,11,satimage_sample3600.csv,missing,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.4404,0.2319,6.0
25799,11,satimage_sample3600.csv,missing,0.9,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5035,0.2687,6.0
25800,11,satimage_sample3600.csv,outlier,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5153,0.3232,5.0
25801,11,satimage_sample3600.csv,outlier,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.231,0.2912,4.0
25802,11,satimage_sample3600.csv,outlier,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.3934,0.0275,5.0
25803,11,satimage_sample3600.csv,outlier,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.3985,0.4238,3.0
25804,11,satimage_sample3600.csv,outlier,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5262,0.3262,5.0
25805,11,satimage_sample3600.csv,outlier,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5238,0.3799,4.0
25806,11,satimage_sample3600.csv,outlier,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2336,0.369,3.0
25807,11,satimage_sample3600.csv,outlier,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.3803,0.1927,4.0
25808,11,satimage_sample3600.csv,outlier,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.2127,0.4957,2.0
25809,11,satimage_sample3600.csv,outlier,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.4084,0.4408,3.0
25810,11,satimage_sample3600.csv,outlier,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.3871,0.4376,3.0
25811,11,satimage_sample3600.csv,outlier,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2336,0.369,3.0
25812,11,satimage_sample3600.csv,outlier,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.2868,0.143,3.0
25813,11,satimage_sample3600.csv,outlier,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25814,11,satimage_sample3600.csv,outlier,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.403,0.4247,3.0
25815,11,satimage_sample3600.csv,outlier,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.0,,1.0
25816,11,satimage_sample3600.csv,outlier,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2336,0.369,3.0
25817,11,satimage_sample3600.csv,outlier,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.0718,-0.0232,3.0
25818,11,satimage_sample3600.csv,outlier,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25819,11,satimage_sample3600.csv,outlier,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.0,,1.0
25820,11,satimage_sample3600.csv,outlier,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.0,,1.0
25821,11,satimage_sample3600.csv,outlier,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2336,0.369,3.0
25822,11,satimage_sample3600.csv,outlier,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.0623,-0.1015,5.0
25823,11,satimage_sample3600.csv,outlier,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25824,11,satimage_sample3600.csv,outlier,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.0,,1.0
25825,11,satimage_sample3600.csv,outlier,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.0,,1.0
25826,11,satimage_sample3600.csv,outlier,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2336,0.369,3.0
25827,11,satimage_sample3600.csv,outlier,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.0695,-0.1827,5.0
25828,11,satimage_sample3600.csv,outlier,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25829,11,satimage_sample3600.csv,outlier,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.0,,1.0
25830,11,satimage_sample3600.csv,outlier,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.0,,1.0
25831,11,satimage_sample3600.csv,outlier,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2353,0.5001,2.0
25832,11,satimage_sample3600.csv,outlier,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.0652,-0.077,4.0
25833,11,satimage_sample3600.csv,outlier,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25834,11,satimage_sample3600.csv,outlier,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.0,,1.0
25835,11,satimage_sample3600.csv,outlier,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.0,,1.0
25836,11,satimage_sample3600.csv,outlier,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2353,0.5001,2.0
25837,11,satimage_sample3600.csv,outlier,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.0511,-0.0578,5.0
25838,11,satimage_sample3600.csv,outlier,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25839,11,satimage_sample3600.csv,outlier,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.0,,1.0
25840,11,satimage_sample3600.csv,outlier,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.0,,1.0
25841,11,satimage_sample3600.csv,outlier,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2399,0.4978,2.0
25842,11,satimage_sample3600.csv,outlier,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.007,-0.0928,3.0
25843,11,satimage_sample3600.csv,outlier,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.0,,1.0
25844,11,satimage_sample3600.csv,outlier,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.0,,1.0
25845,11,satimage_sample3600.csv,outlier,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5114,0.321,5.0
